,from_id,from_name,message,created_time,type,link,id,likes_count,comments_count,shares_count
11,108650015336    ,Pat Quinn,"This weekend we broke ground on Chicago’s first veterans' home. With over half of Illinois’ veterans living in the Chicago area, this new home will provide care and support for our nation's heroes and their families. http://tinyurl.com/pldk66v",22/09/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152802339940337/?type=1&relevant_count=1,108650015336_10152802341915337,259,40,44
12,108650015336    ,Pat Quinn,"Illinois' comeback continues. In the last six months, our unemployment rate dropped faster than any state in the nation to 6.7%. This is the largest year-to-year drop our state has experienced in three decades. We have more work to do, but the latest numbers are proof we are getting the job done in Illinois. http://tinyurl.com/oob7aom",19/09/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152796352420337/?type=1&relevant_count=1,108650015336_10152796355150337,255,103,49
13,108650015336    ,Pat Quinn,"Happy Independence Day to Mexico, a friend to Illinois and partner in trade and tourism.",16/09/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152790928855337/?type=1&relevant_count=1,108650015336_10152790930415337,241,69,16
14,108650015336    ,Pat Quinn,"Pleased to announce that Welcome Home Heroes has reached a major milestone and helped more than 1,600 Illinois veterans, active military personnel, reservists and Illinois National Guard members become homeowners. Through the affordable loan program, veterans can achieve homeownership - like Maurice Taylor, who served 20 years in the U.S. Navy. After they return from duty, we need to make sure our servicemembers and their families have a safe place to call home. That is what Welcome Home Heroes is all about. http://tinyurl.com/leo4z9w",12/9/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152781746105337/?type=1&relevant_count=1,108650015336_10152781747285337,171,61,30
15,108650015336    ,Pat Quinn,"Today we honor the memories of the fellow Americans we lost on September 11, 2001, and the bravery and heroism of our first responders. We will never forget 9/11 and those who sacrificed their lives to protect our freedoms in the years following that fateful day.",11/9/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152780087180337/?type=1&relevant_count=1,108650015336_10152780087825337,145,22,18
16,108650015336    ,Pat Quinn,"This week we celebrate the waterways that have defined Illinois geographically and economically with ""Illinois Sister Rivers & Lakes Week” and a free public exhibit at the Thompson Center in Chicago. On display through Friday, the exhibit features Illinois’ Sister Rivers and Lakes including China’s Huangpu River, Poland’s Vistula River and Mexico’s Lake Pátzcuaro.  Learn more about the Illinois River, Lake Michigan and their sister rivers and lakes at http://sisterrivers.illinois.gov/ 
Want to get involved?  Volunteer with a waterway clean-up this fall: http://tinyurl.com/mhslyhw",10/9/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152777878565337/?type=1&relevant_count=1,108650015336_10152777879895337,135,62,18
17,108650015336    ,Pat Quinn,"Today we dedicated the Circle Interchange in honor of Jane Byrne. As Chicago’s first and only female mayor, Jane Byrne shattered glass ceilings in both regional and national politics by becoming the first woman to govern a major American city. The Jane Byrne Interchange will help ensure her legacy and lasting impact on Chicago are never forgotten. http://tinyurl.com/perkzx2",29/08/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152750287075337/?type=1&relevant_count=1,108650015336_10152750288205337,266,93,18
18,108650015336    ,Pat Quinn,Even Mini Abe accepted the ice bucket challenge to #StrikeOutALS - take a look! ,22/08/2014,video,https://www.facebook.com/video.php?v=10152385172369930,108650015336_10152731859800337,177,33,0
19,108650015336    ,Pat Quinn,"Honored to team up with a fellow Pat Quinn - and a creator of the ice bucket challenge - to help the Lawndale Eagles football team accept their challenge and raise awareness for ALS. It only takes one person to make a difference and I thank Pat and his friends for all they've done for this great cause. 

I've accepted the challenge, have you? http://tinyurl.com/q47qggb",20/08/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152727600200337/?type=1&relevant_count=1,108650015336_10152727604245337,104,36,1
20,108650015336    ,Pat Quinn,"As we kick-off our high school football season, we need to make sure our teams are playing it safe and are prepared to treat and prevent concussions. Today with the Gwendolyn Brooks Prep football team I signed legislation requiring training in concussion prevention for all Illinois high school coaches and athletes. http://tinyurl.com/l2pyh26",19/08/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152725303940337/?type=1&relevant_count=1,108650015336_10152725305380337,142,30,24
21,108650015336    ,Pat Quinn,Protecting our most vulnerable family members is one of the most important duties we have. Legislation I signed today will ensure those living in assisted living communities and nursing homes receive the highest standard of care no matter where they choose to live.  http://tinyurl.com/oep6olo,18/08/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152723079670337/?type=1&relevant_count=1,108650015336_10152723081185337,175,46,24
22,108650015336    ,Pat Quinn,"Illinois’ comeback is going strong and we’ve got more work to do. Today we have news that our unemployment rate has fallen to its lowest point since August 2008 and we added 11,200 private sector jobs in July. Our unemployment rate dropping to 6.8 percent – its lowest level in nearly six years - is further proof that we are headed in the right direction. http://tinyurl.com/ms6zmrf",14/08/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152714058805337/?type=1&relevant_count=1,108650015336_10152714059980337,249,93,68
23,108650015336    ,Pat Quinn,Today I was joined by Congresswoman Tammy Duckworth to sign legislation that supports our veterans with disabilities who rely on the use of accessible parking spots. Illinois is the most veteran-friendly state in the nation and this new law will ensure we are doing everything we can for our brave men and women who have borne the battle. tinyurl.com/nhbzff7,12/8/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152709556395337/?type=1&relevant_count=1,108650015336_10152709558315337,264,53,54
24,108650015336    ,Pat Quinn,Since launching the innovative Bus on Shoulders program in 2011 Pace ridership has increased and on-time performance has improved.  We plan to continue this success by expanding the program in order to cut down on commute times and vehicle emissions on Illinois roads. http://tinyurl.com/qzpx92q,11/8/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152707131875337/?type=1&relevant_count=1,108650015336_10152707134930337,125,19,2
25,108650015336    ,Pat Quinn,Legislation I signed today expands the Gold Star License Plate program in Illinois.  The Gold Star License Plate is a small way our military families can honor those we've lost.  http://tinyurl.com/pg8wzjk,9/8/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152702353305337/?type=1&relevant_count=1,108650015336_10152702355320337,167,36,23
26,108650015336    ,Pat Quinn,The Illinois State Fair is officially open! The annual 10-day agricultural celebration in Springfield features a wide-variety of entertainment and activities. Last year nearly one million people from around the world visited the fair to celebrate what Illinois’ capital city has to offer and I hope we can top that mark this year. Welcome to all! http://tinyurl.com/nzvg43b,8/8/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152698464055337/?type=1&relevant_count=1,108650015336_10152698465825337,159,25,19
27,108650015336    ,Pat Quinn,Today we are taking an important next step in building the South Suburban Airport that will bring thousands of jobs and become an economic engine for Illinois. http://tinyurl.com/lfaz2go,7/8/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152696235515337/?type=1&relevant_count=1,108650015336_10152696237435337,186,38,30
28,108650015336    ,Pat Quinn,"As part of our Illinois family for over a century, Walgreens’ decision to stay and continue growing here respects their thousands of workers, managers and customers who also call our state home.",6/8/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152694177370337/?type=1&relevant_count=1,108650015336_10152694177740337,338,48,27
29,108650015336    ,Pat Quinn,NA,5/8/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10150834496745337.467729.108650015336/10152692193580337/?type=1&relevant_count=1,108650015336_10152692198050337,75,19,0
30,108650015336    ,Pat Quinn,Illinois’ comeback continues. Valence Health today announced they are expanding their business and creating 500 new jobs right here in the Land of Lincoln. http://tinyurl.com/lhkwjwt,5/8/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152692162285337/?type=1&relevant_count=1,108650015336_10152692162880337,226,44,30
31,108650015336    ,Pat Quinn,Today I signed a law to improve access to health and wellness services in communities throughout Illinois. The law recognizes community health workers and the crucial role they play on the front lines of Illinois communities to provide healthcare to those in need. These public health professionals will now have more tools to help ensure the best possible delivery and quality of services in neighborhoods across our state. http://tinyurl.com/mqnu9k8,31/07/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152680943565337/?type=1&relevant_count=1,108650015336_10152680944280337,217,77,37
32,108650015336    ,Pat Quinn,"We’re proud to work with Nippon Sharyo to create jobs and build a 21st century transportation infrastructure in Illinois. Today Nippon Sharyo opened its expanded passenger rail car production facility in Rochelle that will create 90 jobs and help the company grow right here in Illinois.

Illinois’ strong transportation network, central location, skilled workforce and continued investment in infrastructure create an ideal place for global companies looking to grow such as Nippon Sharyo. After working to bring the Nippon Sharyo U.S. headquarters to Illinois in 2010, I’ve continued to work with Nippon Sharyo each year to create even more jobs here at home and drive our state’s economy forward. http://tinyurl.com/kug2cbf",30/07/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152678153050337/?type=1&relevant_count=1,108650015336_10152678153840337,115,35,12
33,108650015336    ,Pat Quinn,"I visited Irving Elementary School in Berwyn this morning to sign legislation that establishes a statewide advisory referendum to ask voters if they favor a tax on those that make greater than $1 million.

This November Illinois voters will be able to have their say when it comes to whether the state’s most fortunate should pay a little more to put some resources in our classrooms. The Millionaire Tax would generate approximately $1 billion annually for Illinois elementary and secondary school classrooms. http://tinyurl.com/o9rlxur",29/07/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152676076700337/?type=1&relevant_count=1,108650015336_10152676079850337,216,84,37
34,108650015336    ,Pat Quinn,"Today I signed legislation that will expand the Illinois Holocaust and Genocide Commission to ensure tolerance among our future generations. It is important that we never forget the millions of lives lost not only in the Holocaust, but all terrible acts of genocide throughout history. http://tinyurl.com/l5ekmox",28/07/2014,status,NA,108650015336_10152671703820337,147,53,0
35,108650015336    ,Pat Quinn,"Every time Frank Thomas stepped into the box you knew something special might happen. He was one of the greatest hitters around and now the ‘Big Hurt’ will be entering Baseball’s prestigious Hall of Fame as a member of the Chicago White Sox. In honor of Frank and his contributions to the sport of baseball, I proclaim today ‘Frank Thomas Day’ across Illinois. http://tinyurl.com/pco6lyh",27/07/2014,status,NA,108650015336_10152670583760337,163,20,23
36,108650015336    ,Pat Quinn,"During last year’s record rainfall, we learned the hard lesson that flash flooding can have devastating effects. Legislation I signed today to expand the Clean Water Initiative will create thousands of jobs and help ensure communities are more prepared than ever before to fight flooding. http://tinyurl.com/lb7y9k5",24/07/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152663451930337/?type=1&relevant_count=1,108650015336_10152663452180337,117,53,25
37,108650015336    ,Pat Quinn,Today I signed a new $1.1 billion state capital construction bill that invests in our state’s infrastructure. Thousands of shovel ready road and bridge projects across Illinois will immediately put thousands of people to work and help make our world-class transportation system even stronger. http://tinyurl.com/mww8vdw,22/07/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152661323680337/?type=1&relevant_count=1,108650015336_10152661325490337,243,66,68
38,108650015336    ,Pat Quinn,Legislation I signed today expands the Compassionate Use of Medical Cannabis Act to help ease the pain for adults and children who suffer from seizures. I commend our legislators and families across the state who came together for this very important cause. http://tinyurl.com/nf4v7wq,20/07/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152656606555337/?type=1&relevant_count=1,108650015336_10152656607340337,572,114,240
39,108650015336    ,Pat Quinn,"Everyone deserves a second chance when it comes to getting a job. Today I signed legislation to ""Ban the Box"" and help ex-offenders secure employment to become productive members of society. http://tinyurl.com/npjx7xw",19/07/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152654278850337/?type=1&relevant_count=1,108650015336_10152654279890337,374,69,179
40,108650015336    ,Pat Quinn,Today we unveiled “Mandela Road” in Chicago on what would have been Nelson Mandela’s 96th birthday. Those traveling this state highway on Chicago’s west side will be reminded of the late world leader’s lifelong journey that continues to have a profound effect on the world we live in today. http://tinyurl.com/pcg968u,18/07/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152652246430337/?type=1&relevant_count=1,108650015336_10152652247195337,265,37,105
41,108650015336    ,Pat Quinn,Today Illinois’ unemployment rate stands at its lowest point since October of '08 - this quarterly drop has been the largest in Illinois history. Putting people back to work is my number one priority and today I announced Employ Illinois to help give more of our hardworking residents the opportunity for hands-on training and job experience at a decent wage. Illinois is making a comeback and this program will help ensure our workers have what it takes to get the job done. For more information on Employ Illinois visit http://tinyurl.com/pl527ew,17/07/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152650659715337/?type=1&relevant_count=1,108650015336_10152650660910337,180,74,49
42,108650015336    ,Pat Quinn,We're proud to have worked hand-in-hand with Weber on its expansion in Illinois. Their new distribution center in Huntley will create new jobs and build on the grill manufacturer's history here in our state. http://tinyurl.com/nayvabs,11/7/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152637413875337/?type=1&relevant_count=1,108650015336_10152637414440337,181,86,24
43,108650015336    ,Pat Quinn,Chloe Stirling and her fellow culinary campers at Kendall College were the icing on the cupcake at today’s tourism announcement. In 2013 we welcomed 105.7 million visitors to Illinois - that’s our third consecutive record-breaking year. The culinary industry has helped establish Illinois as a food destination and tourism is thriving in the Land of Lincoln. http://tinyurl.com/owwd6of,10/7/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152635348370337/?type=1&relevant_count=1,108650015336_10152635349910337,97,26,19
44,108650015336    ,Pat Quinn,"Visited the hard-hit towns of Washington and Gifford to announce tornado relief funding and sign new laws to help our communities recover. Illinois has faced a record number of natural disasters in recent years, but we are committed to helping each and every community get back on its feet. http://tinyurl.com/kmvnug4",7/7/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152456170540337.1073742014.108650015336/10152629360460337/?type=1&relevant_count=1,108650015336_10152629360660337,113,37,15
45,108650015336    ,Pat Quinn,"Women should be able to make their own healthcare decisions. This November, voters will have the chance to help continue the progress we’ve made to protect and empower women in Illinois. http://tinyurl.com/klh7sz3",6/7/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152627324915337/?type=1&relevant_count=1,108650015336_10152627325380337,266,61,29
46,108650015336    ,Pat Quinn,"As we approach our nation’s Independence Day, we should all take a moment to thank those who have borne the battle. Today I signed a new law expanding the Illinois Military Family Relief Fund to ensure our state’s military families are taken care of while their loved ones are deployed.
http://tinyurl.com/nq2yvjc",3/7/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152456170540337.1073742014.108650015336/10152619088790337/?type=1&relevant_count=1,108650015336_10152619089455337,156,39,24
47,108650015336    ,Pat Quinn,Honored to be with civil rights activist Tim Black at the historic Quinn Chapel AME Church to commemorate the 50th Anniversary of the Civil Rights Act. Today I signed a new law to help ensure equal rights and opportunities for all people across Illinois. http://tinyurl.com/m5yhgsp,2/7/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152617101015337/?type=1&relevant_count=1,108650015336_10152617102185337,113,21,15
48,108650015336    ,Pat Quinn,"Democracy works best when everyone participates. Landmark legislation I signed today gives more people across Illinois a say in how their community, state and nation are run. http://tinyurl.com/ouemu3n",1/7/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152614615815337/?type=1&relevant_count=1,108650015336_10152614616615337,142,53,72
49,108650015336    ,Pat Quinn,"Severe weather is expected throughout much of #Illinois tonight. If you must travel, stay cautious. Be alert & follow safety warnings. ",30/06/2014,link,http://www.illinois.gov/ready/Pages/default.aspx,108650015336_10152612916970337,72,13,15
50,108650015336    ,Pat Quinn,We're teaming up with Union Pacific to invest in jobs that will help solidify Illinois’ status as the premier rail center of the nation. http://tinyurl.com/ol3yaf8,27/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152605416560337/?type=1&relevant_count=1,108650015336_10152605417625337,96,34,22
51,108650015336    ,Pat Quinn,Intimidation and fear have no place in Illinois’ schools. Legislation I signed today cracks down on bullying. http://tinyurl.com/qdlnhpl,26/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152603268995337/?type=1&relevant_count=1,108650015336_10152603269365337,155,37,32
52,108650015336    ,Pat Quinn,"On the anniversary of the Fair Labor Standards Act of 1938, let’s remember this once landmark legislation is common-sense today. Raising the minimum wage in Illinois will give hardworking residents like Gloria Davis the opportunity to earn a decent living. tinyurl.com/mqfv8zq",25/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152601159290337/?type=1&relevant_count=1,108650015336_10152601160705337,105,25,12
53,108650015336    ,Pat Quinn,Nothing is more important than keeping our classrooms safe. New school safety legislation I signed over the weekend will ensure our schools are prepared in case of an emergency. http://tinyurl.com/ola3svt,25/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152600980450337/?type=1&relevant_count=1,108650015336_10152600982370337,83,13,0
54,108650015336    ,Pat Quinn,"This fall, voters will have a voice in raising the minimum wage in Illinois. 

It's about dignity and decency - this referendum will help us get the job done for the hardworking men and women of our state. http://tinyurl.com/ppfxtd7",22/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152594313280337/?type=1&relevant_count=1,108650015336_10152594319250337,197,48,27
55,108650015336    ,Pat Quinn,Shop local! Up early today at the 61st Street Farmers' Market to sign legislation that will protect consumers and vendors at farmers' markets across Illinois. http://tinyurl.com/lf2dvgg,21/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152591905005337/?type=1&relevant_count=1,108650015336_10152591914115337,175,34,20
56,108650015336    ,Pat Quinn,"Illinois’ comeback continues. Today the state’s unemployment rate dropped to 7.5%, the lowest since November 2008. We’re headed in the right direction with programs like the Clean Water Initiative that are putting hundreds of people back to work to modernize our infrastructure. tinyurl.com/mevu386",19/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152586979200337/?type=1&relevant_count=1,108650015336_10152586983545337,195,66,57
57,108650015336    ,Pat Quinn,"Good news for our Illinois startup community! Today I visited Chicago’s 1871 to announce that the digital hub will grow by 50 percent this summer. In just two years, 1871, its member companies and alumni have created more than 1,000 jobs. This major expansion means more career opportunities for the hardworking residents of Illinois. tinyurl.com/leezkyq",17/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152581790055337/?type=1&relevant_count=1,108650015336_10152581793435337,113,30,20
58,108650015336    ,Pat Quinn,It’s important we keep up with the changing healthcare landscape in Illinois to provide decent healthcare for everbody. Legislation I signed today is a critical step forward as we continue to reform our Medicaid system. Millions of Illinois residents depend on Medicaid for their healthcare needs and this law will help ensure we provide the services and protections they deserve. ,16/06/2014,link,http://tinyurl.com/nkcklms,108650015336_10152579011675337,164,25,30
59,108650015336    ,Pat Quinn,I am thrilled to announce that eBay Inc. is choosing to expand their world-class business in the heart of the Midwest. Illinois is home to an impressive technology community that will serve eBay’s foundation while creating jobs for our hardworking residents. ,16/06/2014,link,http://tinyurl.com/q7h87zv,108650015336_10152578859375337,190,31,26
60,108650015336    ,Pat Quinn,NA,16/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152577910720337.1073742081.108650015336/10152577910750337/?type=1&relevant_count=5,108650015336_10152577912265337,46,8,0
61,108650015336    ,Pat Quinn,NA,16/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152577895495337.1073742080.108650015336/10152577895530337/?type=1&relevant_count=5,108650015336_10152577897240337,47,5,1
62,108650015336    ,Pat Quinn,NA,16/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152577888375337.1073742079.108650015336/10152577888445337/?type=1&relevant_count=4,108650015336_10152577890155337,33,3,0
63,108650015336    ,Pat Quinn,NA,16/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152577882100337.1073742078.108650015336/10152577882125337/?type=1&relevant_count=4,108650015336_10152577883110337,49,3,1
64,108650015336    ,Pat Quinn,NA,16/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152577873330337.1073742077.108650015336/10152577873405337/?type=1&relevant_count=6,108650015336_10152577879685337,63,4,2
65,108650015336    ,Pat Quinn,NA,16/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152577865810337.1073742076.108650015336/10152577865835337/?type=1&relevant_count=4,108650015336_10152577867735337,52,2,0
66,108650015336    ,Pat Quinn,NA,16/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152577860585337.1073742075.108650015336/10152577860610337/?type=1&relevant_count=5,108650015336_10152577861965337,68,9,1
67,108650015336    ,Pat Quinn,NA,16/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152577854585337.1073742074.108650015336/10152577854665337/?type=1&relevant_count=2,108650015336_10152577855470337,55,3,0
68,108650015336    ,Pat Quinn,NA,16/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152577848695337.1073742073.108650015336/10152577848725337/?type=1&relevant_count=5,108650015336_10152577850400337,46,5,0
69,108650015336    ,Pat Quinn,"New exhibits, upgrades & improvements are coming to 47 Illinois museums with help from state capital funding. These investments help ensure special places like the Museum of Science and Industry are able to display pieces of history like the Apollo 8 and welcome legends like Captain Jim Lovell. http://tinyurl.com/qx3dqgu",14/06/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152572836020337/?type=1&relevant_count=1,108650015336_10152572836480337,111,15,26
70,108650015336    ,Pat Quinn,Raise your hand if you support early childhood education funding and recognizing teacher excellence! http://tinyurl.com/kza58ba,12/6/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152568185430337/?type=1&relevant_count=1,108650015336_10152568211935337,267,16,56
71,108650015336    ,Pat Quinn,NA,12/6/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10150834496745337.467729.108650015336/10152567717025337/?type=1&relevant_count=1,108650015336_10152567719530337,61,8,1
72,108650015336    ,Pat Quinn,"Yesterday was a great day for democracy in the kitchen of Chloe Stirling. The ""Cupcake Bill"" is now law of the land in Illinois.",11/6/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.153944980336.132878.108650015336/10152566076765337/?type=1&relevant_count=1,108650015336_10152566088440337,149,21,18
73,108650015336    ,Pat Quinn,NA,9/6/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152561382880337.1073742072.108650015336/10152561385090337/?type=1&relevant_count=4,108650015336_10152561385730337,70,10,0
74,108650015336    ,Pat Quinn,NA,9/6/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152561377225337.1073742071.108650015336/10152561377290337/?type=1&relevant_count=11,108650015336_10152561380450337,61,13,0
75,108650015336    ,Pat Quinn,NA,9/6/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152561361635337.1073742070.108650015336/10152561361665337/?type=1&relevant_count=3,108650015336_10152561362765337,197,19,0
76,108650015336    ,Pat Quinn,NA,9/6/2014,photo,https://www.facebook.com/GovernorQuinn/photos/a.10152561354085337.1073742069.108650015336/10152561354110337/?type=1&relevant_count=6,108650015336_10152561359225337,57,9,0
